,time,input_voltage,power
0,758.425813187233,3.0,1206.99343356713
1,759.425109346697,3.0,1255.07212154854
2,760.424405506162,3.0,1203.0932540648
3,761.423701665626,3.0,1259.00066167566
4,762.422997825091,3.0,1196.03378155568
5,763.422293984555,3.0,1253.85287081016
6,764.42159014402,3.0,1196.46851184347
7,765.420886303485,3.0,1263.61705531864
8,766.420182462949,3.0,1196.89579879244
9,767.419478622414,3.0,1249.6269333724
10,768.418774781878,3.0,1196.83230398317
11,769.418070941343,3.0,1258.1594680714
12,770.417367100808,3.0,1194.63881614316
13,771.416663260272,3.0,1247.54103304007
14,772.415959419737,3.0,1196.90142661691
15,773.415255579201,3.0,1264.22171841262
16,774.414551738666,3.0,1206.18174370824
17,775.41384789813,3.0,1266.24562940231
18,776.413144057595,3.0,1211.78933427197
19,777.41244021706,3.0,1271.61462968146
20,778.411736376524,3.0,1201.18796684204
21,779.411032535989,3.0,1263.21989428486
22,780.410328695453,3.0,1213.42510533611
23,781.409624854918,3.0,1262.84320792697
24,782.408921014382,3.0,1205.66234027635
25,783.408217173847,3.0,1263.23949125672
26,784.407513333312,3.0,1216.5522055456
27,785.406809492776,3.0,1258.86990008014
28,786.406105652241,3.0,1203.63416018625
29,787.405401811705,3.0,1264.40075713878
30,788.40469797117,3.0,1210.45134595045
31,789.403994130635,3.0,1263.65711575398
32,790.403290290099,3.0,1207.42521841037
33,791.402586449564,3.0,1268.9135114215
34,792.401882609028,3.0,1211.72531608026
35,793.401178768493,3.0,1260.48930699897
36,794.400474927957,3.0,1214.29851156203
37,795.399771087422,3.0,1275.0470981565
38,796.399067246886,3.0,1204.36896706337
39,797.398363406351,3.0,1268.66830396052
40,798.397659565816,3.0,1217.69621945884
41,799.39695572528,3.0,1268.11714981343
42,800.396251884745,3.0,1207.72529265435
43,801.395548044209,3.0,1261.00312298204
44,802.394844203674,3.0,1208.30240917094
45,803.394140363139,3.0,1261.55041952848
46,804.393436522603,3.0,1197.22538584171
47,805.392732682068,3.0,1263.29538672461
48,806.392028841532,3.0,1207.44117862156
49,807.391325000997,3.0,1254.86952472851
50,808.390621160461,3.0,1200.07980224173
51,809.389917319926,3.0,1252.99197938327
52,810.38921347939,3.0,1199.99553437183
53,811.388509638855,3.0,1252.55464231983
54,812.38780579832,3.0,1195.56050550018
55,813.387101957784,3.0,1255.61364389911
56,814.386398117249,3.0,1203.29537168113
57,815.385694276713,3.0,1248.3931134235
58,816.384990436178,3.0,1195.76329726027
59,817.384286595643,3.0,1253.54598696749
60,818.383582755107,3.0,1204.48287624133
61,819.382878914572,3.0,1248.75479461915
62,820.382175074036,3.0,1199.28959856538
63,821.381471233501,3.0,1252.93648467069
64,822.380767392965,3.0,1200.95306470185
65,823.38006355243,3.0,1256.01562627423
66,824.379359711895,3.0,1200.6144982164
67,825.378655871359,3.0,1257.99902219206
68,826.377952030824,3.0,1193.7407465481
69,827.377248190288,3.0,1255.57348235975
70,828.376544349753,3.0,1201.66368155369
71,829.375840509218,3.0,1263.49181842221
72,830.375136668682,3.0,1208.13139995457
73,831.374432828147,3.0,1266.56717235866
74,832.373728987611,3.0,1217.57473988439
75,833.373025147076,3.0,1265.00218715283
76,834.37232130654,3.0,1207.39426578529
77,835.371617466005,3.0,1261.56262901164
78,836.370913625469,3.0,1204.59807789137
79,837.370209784934,3.0,1262.45900034113
80,838.369505944399,3.0,1210.74594282989
81,839.368802103863,3.0,1266.63300891506
82,840.368098263328,3.0,1203.63858790258
83,841.367394422792,3.0,1252.13184667603
84,842.366690582257,3.0,1202.2261411752
85,843.365986741721,3.0,1266.01679041833
86,844.365282901186,3.0,1207.91691831823
87,845.364579060651,3.0,1261.73220823019
88,846.363875220115,3.0,1209.37888229772
89,847.36317137958,3.0,1263.38012369751
90,848.362467539044,3.0,1198.33049648638
91,849.361763698509,3.0,1264.18393974196
92,850.361059857973,3.0,1213.42066792767
93,851.360356017438,3.0,1277.00564405113
94,852.359652176903,3.0,1208.88743060058
95,853.358948336367,3.0,1262.83168296784
96,854.358244495832,3.0,1195.86068212936
97,855.357540655296,3.0,1251.85374721665
98,856.356836814761,3.0,1185.06392092275
99,857.356132974225,3.0,1242.6061720011
100,858.35542913369,3.0,1190.04535777729
101,859.354725293155,3.0,1263.19177209305
102,860.354021452619,3.0,1204.34509939639
103,861.353317612084,3.0,1264.585924929
104,862.352613771548,3.0,1204.9599928446
105,863.351909931013,3.0,1248.16336290054
106,864.351206090478,3.0,1197.86935242211
107,865.350502249942,3.0,1261.10964042501
108,866.349798409407,3.0,1211.15049275682
109,867.349094568871,3.0,1256.17050211838
110,868.348390728336,3.0,1200.09719323955
111,869.3476868878,3.0,1262.68264559333
112,870.346983047265,3.0,1203.7550828034
113,871.34627920673,3.0,1257.12484776847
114,872.345575366194,3.0,1210.43510900156
115,873.344871525659,3.0,1273.35754337704
116,874.344167685123,3.0,1213.88687378721
117,875.343463844588,3.0,1262.20119928528
118,876.342760004052,3.0,1215.38009362724
119,877.342056163517,3.0,1268.93028246622
120,878.341352322982,3.0,1206.01485499512
121,879.340648482446,3.0,1263.74253238571
122,880.339944641911,3.0,1215.59562172655
123,881.339240801375,3.0,1271.09451716829
124,882.33853696084,3.0,1209.06386513728
125,883.337833120305,3.0,1272.19581094984
126,884.337129279769,3.0,1220.99676638858
127,885.336425439234,3.0,1270.24959912934
128,886.335721598698,3.0,1212.80783055732
129,887.335017758163,3.0,1270.67240523428
130,888.334313917627,3.0,1213.32497076203
131,889.333610077092,3.0,1276.7949610962
132,890.332906236556,3.0,1220.43354460319
133,891.332202396021,3.0,1270.15063503678
134,892.331498555486,3.0,1217.71997018007
135,893.33079471495,3.0,1263.95030200001
136,894.330090874415,3.0,1223.63778422549
137,895.329387033879,3.0,1283.3261763117
138,896.328683193344,3.0,1219.83995702632
139,897.327979352808,3.0,1277.34585088885
140,898.327275512273,3.0,1215.15640077312
141,899.326571671737,3.0,1267.80336407644
142,900.325867831202,3.0,1216.48609466299
143,901.325163990667,3.0,1267.9869263969
144,902.324460150131,3.0,1215.43253760589
145,903.323756309596,3.0,1270.26164363761
146,904.32305246906,3.0,1204.40589486167
147,905.322348628525,3.0,1267.13777743269
148,906.32164478799,3.0,1213.71053443284
149,907.320940947454,3.0,1271.4974335477
150,908.320237106919,3.0,1209.22117645039
151,909.319533266383,3.0,1263.83181872959
152,910.318829425848,3.0,1209.50606147847
153,911.318125585312,3.0,1269.20427993052
154,912.317421744777,3.0,1211.39892550533
155,913.316717904242,3.0,1268.85512737111
156,914.316014063706,3.0,1215.02701983271
157,915.315310223171,3.0,1266.58328164859
158,916.314606382635,3.0,1212.07082546279
159,917.3139025421,3.0,1279.46328000516
160,918.313198701564,3.0,1216.83482698214
161,919.312494861029,3.0,1271.65107115635
162,920.311791020494,3.0,1217.3099390991
163,921.311087179958,3.0,1279.95581556192
164,922.310383339423,3.0,1231.98383009072
165,923.309679498887,3.0,1216.06961930671
166,924.308975658352,3.0,1281.04350279263
167,925.308271817816,3.0,1229.60529632564
168,926.307567977281,3.0,1272.81291057663
169,927.306864136746,3.0,1222.20073096896
170,928.30616029621,3.0,1282.34448716403
171,929.305456455675,3.0,1222.85322249711
172,930.304752615139,3.0,1280.6121827723
173,931.304048774604,3.0,1223.65769099498
174,932.303344934068,3.0,1276.30536829683
175,933.302641093533,3.0,1228.48938574756
176,934.301937252998,3.0,1277.05879533232
177,935.301233412462,3.0,1220.73797090127
178,936.300529571927,3.0,1280.55938501052
179,937.299825731391,3.0,1222.77194496074
180,938.299121890856,3.0,1278.25337374591
181,939.29841805032,3.0,1225.70227780016
182,940.297714209785,3.0,1280.54264915083
183,941.29701036925,3.0,1216.31630752105
184,942.296306528714,3.0,1277.29387540028
185,943.295602688179,3.0,1224.92428196828
186,944.294898847643,3.0,1279.20471679444
187,945.294195007108,3.0,1220.36607527311
188,946.293491166572,3.0,1270.78080758777
189,947.292787326037,3.0,1218.09604621349
190,948.292083485502,3.0,1261.32506360932
191,949.291379644966,3.0,1213.35360458814
192,950.290675804431,3.0,1266.61998750648
193,951.289971963895,3.0,1213.39592933363
194,952.28926812336,3.0,1268.27189318107
195,953.288564282824,3.0,1213.53858633126
196,954.287860442289,3.0,1272.64654923311
197,955.287156601754,3.0,1212.05155308093
198,956.286452761218,3.0,1265.79542846171
199,957.285748920683,3.0,1215.16648017648
200,958.285045080147,3.0,1277.99112308474
201,959.284341239612,3.0,1214.57928257717
202,960.283637399076,3.0,1261.97956616742
203,961.282933558541,3.0,1213.90264189988
204,962.282229718006,3.0,1271.10252456336
205,963.28152587747,3.0,1217.55528348682
206,964.280822036935,3.0,1263.27805540904
207,965.2801181964,3.0,1224.23212724497
208,966.279414355864,3.0,1276.60980114763
209,967.278710515329,3.0,1225.89064309222
210,968.278006674793,3.0,1277.43532023292
211,969.277302834258,3.0,1223.43933343513
212,970.276598993722,3.0,1282.5578723595
